"case_id","reason","age","from","to","lost_time","found_date"
"2962","put up for adoption",1,"Sichuan","Liaoning",34,2019
"2961","trafficked",3,"Sichuan","Jiangsu",28,2019
"2960","trafficked",5,"Yunnan","Henan",27,2019
"2958","lost",12,"Xinjiang","Henan",24,2019
"2956","trafficked",2,"Guizhou","Henan",20,2019
"2955","put up for adoption",0,"Jiangsu","Henan",48,2019
"2952","trafficked",16,"Yunnan","Anhui",24,2019
"2951","put up for adoption",4,"Zhejiang","Henan",49,2019
"2949","put up for adoption",2,"Jiangsu","Gansu",45,2019
"2948","lost",13,"Chongqing","Heilongjiang",34,2019
"2947","trafficked",6,"Sichuan","Fujian",21,2019
"2945","trafficked",7,"Shandong","Jilin",27,2019
"2943","trafficked",16,"Sichuan","Hebei",25,2019
"2942","lost",7,"Chongqing","Anhui",35,2019
"2941","trafficked",4,"Chongqing","Shandong",30,2019
"2940","trafficked",9,"Guizhou","Guizhou",31,2019
"2939","lost",2,"Guangdong","Beijing",10,2019
"2938","trafficked",10,"Guangxi","Hunan",27,2019
"2937","lost",7,"Shandong","Jiangsu",41,2019
"2936","trafficked",6,"Guizhou","Fujian",30,2019
"2935","lost",15,"Shanghai","Chongqing",62,2019
"2934","put up for adoption",0,"Jiangsu","Henan",50,2019
"2933","trafficked",1,"Shaanxi","Jiangsu",28,2019
"2932","put up for adoption",0,"Shanxi","Hebei",47,2019
"2930","trafficked",3,"Hubei","Fujian",37,2019
"2929","trafficked",4,"Hunan","Fujian",33,2019
"2927","trafficked",4,"Sichuan","Hebei",27,2019
"2926","put up for adoption",0,"Jiangsu","Shandong",46,2019
"2925","put up for adoption",0,"Hubei","Henan",45,2019
"2924","trafficked",13,"Guizhou","Henan",1,2019
"2923","lost",6,"Guizhou","Fujian",27,2019
"2922","trafficked",14,"Guangdong","Sichuan",21,2019
"2921","trafficked",8,"Ningxia","Shaanxi",26,2019
"2920","trafficked",3,"Guizhou","Guangdong",30,2019
"2919","trafficked",6,"Sichuan","Guangdong",19,2019
"2918","runaway",13,"Sichuan","Fujian",16,2019
"2914","lost",9,"Sichuan","Chongqing",40,2019
"2913","put up for adoption",0,"Jiangsu","Hebei",46,2019
"2912","lost",7,"Beijing","Jiangsu",33,2019
"2911","lost",5,"Guangdong","Fujian",23,2019
"2908","trafficked",2,"Guangdong","Zhejiang",20,2019
"2906","lost",9,"Anhui","Shandong",21,2019
"2905","trafficked",8,"Guangdong","Zhejiang",44,2019
"2903","lost",3,"Yunnan","Hebei",22,2019
"2898","put up for adoption",0,"Shaanxi","Shaanxi",23,2019
"2897","trafficked",4,"Sichuan","Fujian",27,2019
"2895","trafficked",3,"Guizhou","Fujian",23,2019
"2894","runaway",15,"Liaoning","Shanxi",11,2019
"2893","trafficked",5,"Yunnan","Shandong",34,2019
"2891","trafficked",1,"Guizhou","Henan",32,2019
"2888","trafficked",5,"Sichuan","Hebei",33,2019
"2887","runaway",8,"Sichuan","Shanghai",19,2019
"2886","trafficked",4,"Guizhou","Fujian",26,2019
"2885","trafficked",7,"Guizhou","Fujian",32,2019
"2884","trafficked",5,"Shaanxi","Henan",28,2019
"2883","trafficked",3,"Sichuan","Shandong",37,2019
"2882","trafficked",6,"Sichuan","Fujian",20,2019
"2879","trafficked",4,"Guizhou","Fujian",24,2019
"2878","trafficked",6,"Yunnan","Guangxi",23,2019
"2876","trafficked",3,"Guangxi","Henan",26,2019
"2874","trafficked",8,"Yunnan","Yunnan",32,2019
"2873","trafficked",13,"Guizhou","Shandong",22,2019
"2872","trafficked",11,"Yunnan","Shandong",19,2019
"2871","lost",6,"Shandong","Tianjin",58,2019
"2869","trafficked",15,"Sichuan","Fujian",39,2019
"2867","trafficked",2,"Hubei","Henan",26,2019
"2866","put up for adoption",2,"Shandong","Heilongjiang",61,2019
"2863","put up for adoption",1,"Heilongjiang","Jiangsu",31,2019
"2862","trafficked",16,"Yunnan","Zhejiang",16,2019
"2861","trafficked",8,"Guangdong","Jiangxi",17,2019
"2860","trafficked",1,"Guangxi","Shandong",33,2019
"2858","put up for adoption",0,"Jiangxi","Jiangsu",35,2019
"2854","trafficked",3,"Guizhou","Jiangsu",25,2019
"2850","put up for adoption",0,"Shandong","Heilongjiang",31,2019
"2849","put up for adoption",4,"Sichuan","Henan",43,2019
"2848","runaway",6,"Hubei","Chongqing",31,2019
"2847","put up for adoption",6,"Sichuan","Fujian",31,2019
"2846","trafficked",2,"Shandong","Henan",32,2019
"2845","trafficked",5,"Yunnan","Fujian",14,2019
"2843","put up for adoption",6,"Jilin","Shanxi",18,2019
"2842","trafficked",4,"Zhejiang","Guangxi",11,2019
"2839","put up for adoption",2,"Shanxi","Henan",45,2019
"2837","trafficked",0,"Yunnan","Anhui",30,2018
"2832","put up for adoption",7,"Chongqing","Fujian",11,2019
"2831","lost",13,"Henan","Hunan",13,2019
"2830","put up for adoption",0,"Zhejiang","Hebei",36,2019
"2829","put up for adoption",16,"Yunnan","Zhejiang",15,2019
"2827","lost",5,"Guizhou","Guangdong",26,2019
"2826","trafficked",3,"Guizhou","Hebei",31,2019
"2822","trafficked",4,"Yunnan","Hebei",16,2019
"2821","put up for adoption",0,"Jiangxi","Hunan",34,2019
"2820","trafficked",4,"Yunnan","Shandong",27,2019
"2814","trafficked",4,"Sichuan","Fujian",30,2019
"2812","trafficked",4,"Hunan","Henan",27,2019
"2811","trafficked",15,"Yunnan","Jiangsu",21,2019
"2809","trafficked",4,"Guizhou","Fujian",28,2019
"2808","trafficked",3,"Jiangsu","Guizhou",29,2019
"2807","trafficked",0,"Jiangxi","Anhui",29,2019
"2803","trafficked",1,"Sichuan","Anhui",33,2019
"2798","trafficked",8,"Liaoning","Guizhou",29,2019
"2797","lost",7,"Jiangsu","Beijing",20,2019
"2792","trafficked",16,"Shaanxi","Jiangsu",29,2019
"2790","trafficked",1,"Zhejiang","Chongqing",26,2018
"2788","trafficked",5,"Jiangxi","Fujian",24,2019
"2787","trafficked",0,"Zhejiang","Fujian",33,2019
"2786","trafficked",5,"Guizhou","Fujian",24,2019
"2783","trafficked",1,"Shaanxi","Hebei",29,2018
"2782","trafficked",3,"Chongqing","Jiangsu",28,2019
"2781","put up for adoption",1,"Guangdong","Hunan",28,2018
"2780","put up for adoption",0,"Anhui","Shandong",40,2019
"2778","put up for adoption",0,"Sichuan","Chongqing",29,2019
"2776","put up for adoption",0,"Henan","Henan",29,2019
"2775","put up for adoption",0,"Shaanxi","Henan",30,2019
"2774","put up for adoption",0,"Jiangsu","Jiangsu",55,2019
"2772","put up for adoption",0,"Beijing","Anhui",23,2019
"2770","trafficked",6,"Shaanxi","Hebei",26,2019
"2768","trafficked",2,"Sichuan","Beijing",26,2019
"2765","lost",13,"Guangdong","Guangdong",1,2019
"2764","trafficked",6,"Zhejiang","Fujian",30,2019
"2763","trafficked",13,"Guizhou","Shanxi",18,2018
"2761","trafficked",4,"Guizhou","Henan",13,2019
"2760","put up for adoption",7,"Sichuan","Jiangsu",37,2019
"2757","put up for adoption",5,"Zhejiang","Shandong",48,2019
"2756","trafficked",7,"Sichuan","Guangdong",34,2019
"2755","trafficked",5,"Sichuan","Xinjiang",35,2019
"2754","trafficked",11,"Guizhou","Fujian",32,2019
"2752","trafficked",7,"Hunan","Beijing",19,2019
"2751","trafficked",6,"Sichuan","Fujian",31,2019
"2750","trafficked",10,"Guizhou","Fujian",13,2019
"2749","trafficked",5,"Chongqing","Guangdong",23,2019
"2745","trafficked",4,"Shaanxi","Henan",27,2019
"2742","lost",5,"Zhejiang","Fujian",13,2019
"2741","trafficked",6,"Sichuan","Jiangxi",34,2019
"2740","trafficked",7,"Hubei","Henan",34,2019
"2739","trafficked",15,"Guangxi","Guangdong",29,2019
"2738","trafficked",4,"Shaanxi","Henan",33,2019
"2737","trafficked",2,"Hunan","Guangdong",27,2019
"2734","put up for adoption",9,"Shandong","Shandong",14,2019
"2732","trafficked",0,"Shaanxi","Hebei",33,2019
"2729","trafficked",2,"Sichuan","Henan",26,2019
"2728","trafficked",3,"Sichuan","Guangdong",35,2018
"2727","lost",10,"Guizhou","Fujian",19,2019
"2725","trafficked",6,"Guizhou","Fujian",25,2019
"2724","trafficked",6,"Guizhou","Fujian",26,2018
"2723","trafficked",14,"Sichuan","Guangdong",20,2018
"2722","put up for adoption",9,"Sichuan","Shandong",56,2019
"2720","trafficked",4,"Guizhou","Fujian",22,2019
"2717","trafficked",4,"Heilongjiang","Henan",31,2018
"2716","trafficked",9,"Guizhou","Shaanxi",34,2018
"2713","trafficked",10,"Jiangxi","Fujian",28,2019
"2712","trafficked",6,"Beijing","Hebei",27,2019
"2710","lost",15,"Shaanxi","Henan",20,2018
"2709","trafficked",4,"Henan","Fujian",28,2019
"2708","put up for adoption",0,"Qinghai","Sichuan",28,2018
"2700","trafficked",13,"Guizhou","Henan",29,2018
"2699","lost",7,"Shanghai","Henan",68,2018
"2698","trafficked",7,"Yunnan","Henan",16,2018
"2697","trafficked",6,"Guizhou","Hebei",26,2018
"2696","trafficked",2,"Guizhou","Fujian",24,2018
"2695","put up for adoption",0,"Shanxi","Zhejiang",24,2018
"2694","trafficked",14,"Sichuan","Henan",24,2018
"2693","trafficked",3,"Guangdong","Guangdong",19,2018
"2692","trafficked",1,"Jiangsu","Shandong",51,2018
"2684","lost",9,"Guizhou","Fujian",15,2018
"2683","trafficked",9,"Shaanxi","Henan",32,2018
"2680","trafficked",12,"Sichuan","Anhui",35,2018
"2674","put up for adoption",0,"Sichuan","Anhui",75,2018
"2672","put up for adoption",0,"Jiangsu","Hebei",47,2018
"2671","put up for adoption",5,"Hunan","Fujian",27,2018
"2670","trafficked",1,"Chongqing","Jiangsu",27,2018
"2669","trafficked",15,"Yunnan","Anhui",12,2018
"2668","trafficked",4,"Yunnan","Fujian",31,2018
"2666","trafficked",4,"Hunan","Guangdong",18,2018
"2665","lost",11,"Anhui","Hubei",23,2018
"2664","lost",7,"Anhui","Hubei",23,2018
"2663","trafficked",4,"Shaanxi","Hebei",23,2018
"2662","trafficked",6,"Yunnan","Hebei",30,2018
"2661","trafficked",3,"Hubei","Henan",28,2018
"2660","trafficked",4,"Sichuan","Fujian",24,2018
"2659","trafficked",10,"Gansu","Shaanxi",53,2018
"2658","trafficked",5,"Guizhou","Fujian",22,2018
"2657","put up for adoption",0,"Henan","Henan",26,2018
"2656","trafficked",9,"Hubei","Henan",29,2018
"2655","trafficked",3,"Guizhou","Fujian",28,2018
"2654","trafficked",13,"Shaanxi","Henan",37,2018
"2653","trafficked",4,"Hubei","Hebei",22,2018
"2652","trafficked",5,"Sichuan","Fujian",21,2018
"2651","trafficked",4,"Guizhou","Guangdong",25,2018
"2650","trafficked",7,"Heilongjiang","Shandong",25,2018
"2649","trafficked",6,"Hubei","Hebei",25,2018
"2647","runaway",7,"Inner Mongol","Heilongjiang",25,2018
"2646","trafficked",5,"Shanxi","Tianjin",29,2018
"2645","put up for adoption",2,"Sichuan","Heilongjiang",50,2018
"2642","trafficked",3,"Guizhou","Fujian",28,2018
"2641","trafficked",7,"Guangdong","Guangdong",22,2018
"2637","lost",15,"Zhejiang","Guizhou",12,2018
"2630","trafficked",10,"Yunnan","Shanxi",33,2018
"2628","put up for adoption",1,"Hubei","Hubei",25,2018
"2626","trafficked",1,"Yunnan","Guangdong",21,2018
"2621","trafficked",6,"Guizhou","Guangdong",22,2018
"2619","trafficked",3,"Guizhou","Fujian",21,2018
"2618","trafficked",6,"Yunnan","Fujian",30,2018
"2616","trafficked",2,"Sichuan","Shandong",29,2018
"2615","lost",11,"Shandong","Hebei",26,2018
"2614","trafficked",0,"Sichuan","Henan",33,2018
"2612","put up for adoption",0,"Sichuan","Shandong",33,2018
"2611","trafficked",13,"Guizhou","Zhejiang",27,2018
"2610","trafficked",6,"Guizhou","Fujian",27,2018
"2607","trafficked",14,"Guangxi","Shandong",33,2018
"2606","trafficked",12,"Sichuan","Fujian",29,2018
"2603","put up for adoption",0,"Sichuan","Jiangsu",29,2018
"2602","lost",8,"Gansu","Shaanxi",32,2018
"2599","put up for adoption",0,"Sichuan","Henan",27,2018
"2598","trafficked",3,"Henan","Henan",32,2018
"2597","trafficked",7,"Hubei","Henan",21,2018
"2595","trafficked",4,"Guangdong","Guangdong",24,2018
"2594","trafficked",15,"Yunnan","Shandong",31,2018
"2592","trafficked",3,"Guangdong","Henan",26,2018
"2591","trafficked",5,"Guizhou","Guangdong",26,2018
"2590","trafficked",3,"Guizhou","Fujian",35,2018
"2588","trafficked",3,"Guizhou","Henan",28,2018
"2587","trafficked",3,"Jiangsu","Shandong",25,2018
"2586","trafficked",3,"Sichuan","Hebei",31,2018
"2585","trafficked",3,"Shanxi","Henan",20,2018
"2584","trafficked",2,"Hubei","Henan",29,2018
"2583","lost",3,"Guangdong","Guangdong",31,2018
"2582","trafficked",2,"Jiangxi","Fujian",28,2018
"2579","put up for adoption",0,"Hubei","Chongqing",28,2018
"2578","put up for adoption",0,"Jiangsu","Hebei",40,2018
"2577","trafficked",16,"Henan","Anhui",74,2018
"2576","put up for adoption",0,"Anhui","Jiangsu",36,2018
"2574","trafficked",15,"Yunnan","Jiangsu",17,2018
"2573","put up for adoption",0,"Guizhou","Henan",22,2018
"2572","trafficked",5,"Guizhou","Fujian",21,2018
"2569","runaway",15,"Hubei","Anhui",15,2018
"2567","lost",3,"Henan","Sichuan",35,2018
"2565","lost",4,"Guizhou","Jiangsu",19,2018
"2563","put up for adoption",0,"Shaanxi","Henan",47,2018
"2562","lost",12,"Yunnan","Chongqing",9,2018
"2561","trafficked",6,"Guizhou","Fujian",26,2018
"2559","put up for adoption",3,"Jiangsu","Sichuan",60,2018
"2558","trafficked",12,"Guizhou","Hunan",17,2018
"2557","trafficked",4,"Guizhou","Fujian",24,2018
"2556","trafficked",5,"Guizhou","Fujian",28,2018
"2554","trafficked",6,"Chongqing","Fujian",26,2018
"2551","trafficked",3,"Chongqing","Henan",38,2018
"2550","trafficked",4,"Guangxi","Fujian",30,2018
"2549","put up for adoption",1,"Chongqing","Guizhou",22,2018
"2546","put up for adoption",0,"Anhui","Jiangsu",31,2018
"2545","put up for adoption",0,"Jiangsu","Shandong",47,2018
"2543","lost",11,"Henan","Shaanxi",75,2018
"2541","trafficked",3,"Hunan","Hunan",31,2018
"2540","trafficked",5,"Hubei","Fujian",27,2018
"2539","trafficked",7,"Sichuan","Henan",28,2018
"2536","abandoned",8,"Jiangsu","Shanghai",59,2018
"2535","trafficked",2,"Sichuan","Hebei",31,2018
"2533","trafficked",3,"Guizhou","Fujian",27,2018
"2529","trafficked",3,"Sichuan","Shandong",26,2018
"2528","put up for adoption",7,"Shaanxi","Shandong",42,2018
"2527","runaway",9,"Jilin","Hebei",27,2018
"2519","trafficked",4,"Chongqing","Guangdong",27,2018
"2516","trafficked",4,"Sichuan","Hebei",29,2018
"2515","trafficked",8,"Guizhou","Henan",27,2018
"2514","trafficked",5,"Guizhou","Fujian",26,2018
"2513","put up for adoption",8,"Shanghai","Shanxi",57,2018
"2511","trafficked",13,"Yunnan","Henan",12,2018
"2507","put up for adoption",0,"Shandong","Henan",36,2018
"2505","trafficked",0,"Henan","Shanxi",35,2018
"2504","trafficked",4,"Hunan","Shandong",31,2018
"2503","trafficked",5,"Sichuan","Shanxi",24,2018
"2501","put up for adoption",0,"Guizhou","Guizhou",37,2018
"2500","lost",15,"Hebei","Jilin",5,2018
"2499","trafficked",5,"Sichuan","Hebei",31,2018
"2498","lost",8,"Shaanxi","Hebei",28,2018
"2496","trafficked",6,"Shanghai","Jiangsu",12,2018
"2494","trafficked",3,"Chongqing","Guangdong",22,2018
"2492","trafficked",6,"Guangxi","Fujian",19,2018
"2490","trafficked",5,"Anhui","Guangdong",23,2018
"2489","trafficked",5,"Hubei","Guangdong",23,2018
"2487","lost",7,"Yunnan","Shandong",28,2018
"2486","put up for adoption",0,"Shaanxi","Gansu",26,2018
"2483","trafficked",10,"Guangxi","Guangdong",25,2018
"2482","trafficked",9,"Jilin","Liaoning",19,2018
"2481","put up for adoption",0,"Shanxi","Shandong",35,2018
"2479","trafficked",6,"Shaanxi","Shandong",21,2018
"2478","trafficked",9,"Hunan","Fujian",22,2018
"2477","trafficked",5,"Guizhou","Henan",28,2018
"2474","trafficked",4,"Hubei","Fujian",18,2018
"2473","trafficked",3,"Sichuan","Shaanxi",29,2018
"2472","trafficked",0,"Guizhou","Guangdong",26,2018
"2470","trafficked",2,"Guizhou","Shandong",28,2018
"2468","trafficked",8,"Hunan","Anhui",23,2018
"2467","trafficked",16,"Yunnan","Shandong",28,2018
"2466","lost",2,"Hunan","Guangdong",22,2018
"2465","trafficked",5,"Jiangxi","Fujian",32,2018
"2464","trafficked",5,"Guizhou","Fujian",25,2018
"2461","put up for adoption",0,"Shanghai","Henan",41,2018
"2457","trafficked",14,"Sichuan","Zhejiang",15,2018
"2456","lost",11,"Anhui","Guangdong",19,2018
"2455","put up for adoption",0,"Hubei","Henan",29,2018
"2453","put up for adoption",0,"Sichuan","Inner Mongol",25,2018
"2452","trafficked",10,"Sichuan","Guangdong",32,2018
"2451","trafficked",5,"Guizhou","Fujian",30,2018
"2450","trafficked",4,"Guizhou","Fujian",32,2018
"2449","trafficked",6,"Henan","Jiangsu",31,2018
"2445","trafficked",2,"Chongqing","Jiangsu",28,2018
"2444","trafficked",9,"Guizhou","Jiangsu",18,2018
"2443","trafficked",5,"Chongqing","Fujian",26,2018
"2442","lost",3,"Sichuan","Fujian",25,2018
"2441","lost",5,"Henan","Guangdong",19,2018
"2440","put up for adoption",1,"Zhejiang","Shandong",38,2018
"2438","trafficked",4,"Guizhou","Fujian",24,2018
"2437","trafficked",1,"Sichuan","Hebei",34,2018
"2435","trafficked",15,"Yunnan","Hebei",29,2018
"2434","lost",10,"Hubei","Jiangxi",58,2018
"2433","lost",15,"Guizhou","Fujian",6,2018
"2432","trafficked",5,"Jiangxi","Fujian",35,2018
"2428","runaway",15,"Heilongjiang","Anhui",34,2018
"2427","trafficked",5,"Henan","Hebei",23,2018
"2426","trafficked",7,"Hunan","Shanxi",29,2018
"2424","trafficked",2,"Sichuan","Fujian",23,2018
"2422","trafficked",3,"Shaanxi","Shandong",21,2018
"2420","trafficked",16,"Guangdong","Henan",24,2018
"2419","trafficked",12,"Yunnan","Zhejiang",17,2018
"2418","trafficked",3,"Shanxi","Henan",33,2018
"2415","put up for adoption",1,"Shaanxi","Henan",37,2018
"2413","put up for adoption",0,"Inner Mongol","Hebei",27,2018
"2412","trafficked",3,"Chongqing","Hebei",29,2017
"2410","trafficked",15,"Yunnan","Henan",20,2018
"2408","lost",14,"Shaanxi","Jiangxi",29,2018
"2407","lost",16,"Yunnan","Jiangsu",11,2018
"2406","trafficked",16,"Yunnan","Jiangsu",11,2018
"2405","lost",2,"Ningxia","Gansu",22,2018
"2400","trafficked",8,"Hubei","Henan",27,2018
"2398","trafficked",12,"Henan","Shandong",73,2018
"2397","trafficked",6,"Sichuan","Hubei",22,2018
"2396","trafficked",10,"Jiangxi","Jiangsu",28,2018
"2394","trafficked",5,"Sichuan","Shandong",38,2018
"2392","put up for adoption",8,"Zhejiang","Fujian",26,2018
"2391","lost",7,"Sichuan","Shanxi",24,2018
"2389","trafficked",6,"Guizhou","Fujian",20,2018
"2388","trafficked",0,"Guizhou","Fujian",21,2018
"2387","trafficked",4,"Yunnan","Fujian",19,2017
"2385","trafficked",4,"Yunnan","Zhejiang",30,2018
"2384","trafficked",6,"Chongqing","Jiangsu",42,2018
"2382","trafficked",1,"Sichuan","Anhui",32,2018
"2381","trafficked",3,"Henan","Sichuan",30,2018
"2380","trafficked",4,"Guizhou","Fujian",27,2018
"2378","trafficked",4,"Guizhou","Fujian",20,2018
"2377","trafficked",4,"Guizhou","Fujian",25,2018
"2376","trafficked",4,"Guangdong","Hong Kong",24,2018
"2375","trafficked",4,"Sichuan","Hebei",32,2018
"2374","put up for adoption",0,"Zhejiang","Shandong",41,2018
"2373","trafficked",6,"Guangxi","Shandong",27,2018
"2372","trafficked",5,"Hebei","Fujian",32,2018
"2371","lost",6,"Shaanxi","Gansu",42,2018
"2370","lost",14,"Henan","Jiangsu",74,2018
"2369","trafficked",15,"Sichuan","Shandong",38,2018
"2368","put up for adoption",1,"Shaanxi","Henan",40,2018
"2366","lost",10,"Sichuan","Hubei",40,2018
"2365","trafficked",1,"Guangxi","Fujian",26,2018
"2362","put up for adoption",3,"Zhejiang","Zhejiang",21,2018
"2359","trafficked",6,"Zhejiang","Fujian",57,2018
"2357","trafficked",15,"Yunnan","Jiangsu",21,2018
"2355","trafficked",1,"Chongqing","Henan",27,2018
"2354","trafficked",6,"Xinjiang","Sichuan",27,2018
"2353","trafficked",12,"Guizhou","Jiangsu",24,2018
"2351","trafficked",27,"Guangxi","Hebei",25,2018
"2349","trafficked",3,"Sichuan","Henan",28,2018
"2344","lost",13,"Yunnan","Guizhou",18,2018
"2343","trafficked",14,"Henan","Jiangsu",72,2018
"2340","trafficked",3,"Yunnan","Jiangsu",26,2018
"2338","lost",3,"Sichuan","Jilin",24,2018
"2337","put up for adoption",0,"Shanghai","Henan",50,2018
"2333","lost",15,"Shandong","Heilongjiang",15,2018
"2332","trafficked",6,"Shaanxi","Henan",30,2018
"2330","trafficked",7,"Guizhou","Fujian",21,2018
"2329","trafficked",3,"Yunnan","Henan",29,2018
"2326","trafficked",15,"Sichuan","Henan",26,2018
"2324","trafficked",6,"Sichuan","Henan",29,2018
"2323","trafficked",5,"Sichuan","Hebei",14,2018
"2322","trafficked",4,"Heilongjiang","Shandong",30,2018
"2321","trafficked",6,"Guizhou","Fujian",21,2018
"2320","trafficked",7,"Hunan","Shandong",26,2018
"2319","trafficked",9,"Sichuan","Guangdong",17,2018
"2318","trafficked",15,"Yunnan","Shandong",13,2018
"2317","lost",13,"Guizhou","Shandong",35,2018
"2315","trafficked",3,"Guangdong","Guangdong",32,2018
"2314","put up for adoption",0,"Shandong","Heilongjiang",31,2018
"2313","put up for adoption",6,"Guizhou","Henan",29,2018
"2312","put up for adoption",2,"Guangxi","Shandong",31,2018
"2311","put up for adoption",0,"Zhejiang","Shandong",49,2018
"2308","put up for adoption",0,"Zhejiang","Chongqing",33,2018
"2307","trafficked",3,"Guizhou","Fujian",25,2018
"2305","lost",14,"Hubei","Guangdong",17,2018
"2304","put up for adoption",1,"Shanxi","Henan",27,2018
"2301","put up for adoption",0,"Zhejiang","Shandong",47,2018
"2300","trafficked",1,"Chongqing","Sichuan",26,2018
"2299","trafficked",4,"Jiangxi","Guangdong",25,2018
"2297","trafficked",4,"Sichuan","Fujian",21,2017
"2295","trafficked",15,"Chongqing","Fujian",27,2018
"2294","put up for adoption",0,"Guangxi","Hainan",53,2018
"2293","trafficked",10,"Sichuan","Inner Mongol",26,2018
"2291","put up for adoption",0,"Gansu","Henan",31,2018
"2290","trafficked",8,"Hunan","Fujian",27,2018
"2289","trafficked",7,"Xinjiang","Anhui",38,2018
"2287","trafficked",6,"Sichuan","Hebei",12,2018
"2286","put up for adoption",0,"Sichuan","Fujian",19,2018
"2285","trafficked",12,"Guizhou","Fujian",31,2018
"2284","trafficked",4,"Sichuan","Henan",32,2018
"2282","trafficked",4,"Anhui","Shanghai",24,2018
"2281","put up for adoption",0,"Jilin","Shandong",55,2018
"2280","trafficked",3,"Guizhou","Henan",27,2018
"2279","trafficked",10,"Sichuan","Shandong",27,2018
"2278","trafficked",14,"Inner Mongol","Yunnan",54,2018
"2277","trafficked",1,"Hebei","Henan",17,2018
"2276","runaway",12,"Hubei","Beijing",14,2018
"2275","lost",15,"Henan","Jiangsu",19,2018
"2273","trafficked",2,"Henan","Henan",28,2018
"2272","trafficked",8,"Sichuan","Fujian",36,2018
"2271","trafficked",6,"Guizhou","Shandong",41,2018
"2270","trafficked",4,"Sichuan","Fujian",26,2018
"2269","trafficked",0,"Henan","Zhejiang",34,2018
"2268","put up for adoption",4,"Guangdong","Guangdong",20,2018
"2264","trafficked",2,"Sichuan","Anhui",42,2018
"2262","lost",12,"Ningxia","Jilin",15,2018
"2261","trafficked",3,"Chongqing","Fujian",26,2018
"2260","trafficked",12,"Shanxi","Fujian",29,2018
"2259","trafficked",1,"Shaanxi","Tianjin",28,2018
"2257","trafficked",6,"Sichuan","Hebei",27,2017
"2255","trafficked",3,"Shaanxi","Henan",30,2018
"2254","lost",12,"Inner Mongol","Tianjin",19,2018
"2253","put up for adoption",2,"Sichuan","Shandong",28,2018
"2252","trafficked",6,"Sichuan","Fujian",24,2018
"2251","trafficked",5,"Shaanxi","Hebei",23,2018
"2250","trafficked",2,"Guizhou","Inner Mongol",30,2018
"2248","trafficked",12,"Sichuan","Hebei",27,2018
"2245","trafficked",16,"Henan","Hebei",29,2018
"2243","put up for adoption",0,"Jiangsu","Shandong",24,2017
"2242","lost",15,"Guizhou","Shandong",22,2017
"2241","lost",5,"Sichuan","Chongqing",17,2017
"2240","trafficked",5,"Sichuan","Gansu",30,2017
"2239","trafficked",3,"Sichuan","Henan",29,2017
"2238","put up for adoption",3,"Guizhou","Tianjin",15,2017
"2237","trafficked",4,"Jiangsu","Henan",28,2017
"2235","trafficked",14,"Guizhou","Jiangsu",18,2017
"2234","put up for adoption",0,"Hubei","Henan",27,2017
"2233","trafficked",3,"Hubei","Hubei",29,2017
"2232","lost",9,"Gansu","Shanxi",39,2017
"2230","trafficked",8,"Guizhou","Fujian",25,2017
"2229","trafficked",13,"Guizhou","Jiangsu",15,2017
"2228","lost",6,"Hubei","Hebei",10,2017
"2227","trafficked",5,"Xinjiang","Henan",23,2017
"2226","lost",11,"Jiangsu","Shandong",16,2017
"2225","trafficked",4,"Gansu","Henan",31,2017
"2224","trafficked",7,"Zhejiang","Fujian",31,2017
"2223","trafficked",5,"Guizhou","Fujian",21,2017
"2222","trafficked",12,"Guizhou","Hebei",31,2017
"2221","trafficked",4,"Guizhou","Hebei",26,2017
"2220","trafficked",3,"Guizhou","Fujian",25,2017
"2219","put up for adoption",6,"Shanxi","Shaanxi",15,2017
"2218","lost",15,"Chongqing","Zhejiang",40,2017
"2217","trafficked",3,"Shanxi","Henan",33,2017
"2216","abandoned",10,"Zhejiang","Shanghai",55,2017
"2215","trafficked",10,"Chongqing","Guangdong",11,2017
"2213","trafficked",0,"Sichuan","Henan",26,2017
"2212","put up for adoption",7,"Gansu","Henan",28,2017
"2211","trafficked",4,"Guizhou","Fujian",23,2017
"2210","trafficked",3,"Sichuan","Hebei",26,2017
"2209","trafficked",6,"Sichuan","Fujian",21,2017
"2207","trafficked",0,"Sichuan","Anhui",31,2017
"2206","trafficked",6,"Sichuan","Anhui",31,2017
"2205","trafficked",0,"Sichuan","Henan",31,2017
"2204","trafficked",7,"Guizhou","Fujian",19,2017
"2203","trafficked",2,"Hunan","Guangdong",24,2017
"2199","trafficked",2,"Zhejiang","Henan",41,2017
"2197","trafficked",2,"Guizhou","Fujian",28,2017
"2193","trafficked",4,"Guizhou","Fujian",28,2017
"2192","trafficked",5,"Sichuan","Jiangsu",29,2017
"2189","trafficked",6,"Guangxi","Fujian",32,2017
"2186","trafficked",4,"Guangdong","Fujian",31,2017
"2184","put up for adoption",0,"Shanxi","Shandong",12,2017
"2183","trafficked",16,"Yunnan","Anhui",36,2017
"2182","put up for adoption",8,"Xizang","Chongqing",20,2017
"2181","put up for adoption",0,"Shanxi","Hebei",29,2017
"2180","trafficked",1,"Inner Mongol","Hebei",30,2017
"2179","trafficked",3,"Hubei","Fujian",22,2017
"2178","trafficked",16,"Chongqing","Henan",33,2017
"2177","trafficked",0,"Hunan","Shandong",27,2017
"2176","trafficked",5,"Guizhou","Tianjin",19,2017
"2175","trafficked",15,"Sichuan","Jiangsu",32,2017
"2174","trafficked",2,"Sichuan","Zhejiang",27,2017
